030;Молоко 2,5% фас.плівка;1;1;7.8;15;
020;Молоко 1,5% фас.плівка.;1;1;6.6;10;
130;Кефір 2.5% 1л;1;1;8.85;10;
080;Сироватка фасована;1;1;2.65;15;
221;Сметана 20% пл 450гр;1;1;10.5;10;
222;Сметана 15% пл 450 гр;1;1;9.7;10;
230;Сметана 15% ст 450г;1;1;10.1;6;
240;Сметана 20 % ст 450г;1;1;10.8;6;
250;Сметана 20%ст 220гр;1;1;6.45;6;
270;Сметана 15% 220г;1;1;5.7;6;
110;Ряжанка 2,5% п/п 500г.;1;1;6.35;6;
011;Молоко 2,6 % фас.п/пак;1;1;9.1;4;
313;Сир н/ж фас,200 г;1;1;7.8;3;
314;Сир  5% фас,200 г;1;1;8.75;4;
307;Сир к/м"Обухівський" н/ж вакуум.;1;1;40;2;
170;Йогурт 2,5% Полуниця п/п;1;1;6.75;2;
171;Йогурт 2,5% Персик п/п;1;1;6.75;2;
190;Йогурт2,5% Полуниця;1;1;6.05;2;
191;Йогурт 2,5%Персик;1;1;6.05;2;
800;Масло"Селянське"фас.72,5%;1;1;14;2;
